Region,State,City,Main Tourist Attraction,Time needed to visit (hours),Google Review Rating,Entrance Fee (INR),Type of Attractions,DSLR Allowed,Best Time to visit,Best Time (Months),Nearest Airport,Number of Google Reviews,Dish Name,Veg or Non Veg,Type of Dish,Course,Attraction_Link,Dish_Link
North Eastern,Meghalaya,Cherrapunji,Living Root Bridge,2.0,4.6,0.0,Nature,Yes,Morning,Oct–Apr,Shillong Airport (SHL),6000,Jadoh,Non Veg,Pork & Rice,Main Course,https://drive.google.com/uc?export=view&id=1fPQ6K7CFxCKw9m2t7K8HBnldiASDv7_T,https://drive.google.com/uc?export=view&id=1lhC9Ahp4Gvk4r4bc2zj_KA-Zyw27smHc
East,Meghalaya,Cherrapunji,Nohkalikai Waterfall,1–2,4.7,20.0,Natural waterfall viewpoint,Yes,Morning-Noon,Jun–Sep,Shillong Airport (Umroi) (SHL),2000,Pukhlein,Veg,Traditional sweet fried bread made from rice flour and jaggery often,Dessert,https://drive.google.com/uc?export=view&id=1UnIRW4jHsVtu5FRNSZWv1NiOfexbc2y3,https://drive.google.com/uc?export=view&id=1lupZynINXBMvFdrQshp4PgqJwFYGQoez
North Eastern,Nagaland,Kohima,Dzükou Valley,3.0,4.7,0.0,Trekking,Yes,Afternoon,Oct–Apr,Dimapur Airport (DMU),1000,Smoked Pork with Bamboo Shoot,Non Veg,Smoky,Main Course,https://drive.google.com/uc?export=view&id=1H7sVeS3eJGH3xMWGFUfX_LE_B6Sj8acJ,https://drive.google.com/uc?export=view&id=1Qm8jkQSyIpyMHFKVvF02MqqhOHMDPeJz
East,Odisha,Keonjhar,Badaghagara Waterfall,1.0,4.3,0.0,Nature,Yes,Morning,Nov–Feb,Biju Patnaik International Airport (BBI),1799,Arisa Pitha,Veg,Rice Cake,Dessert,https://drive.google.com/uc?export=view&id=1nufi-xqvJ1N9hI0jmgu8L_6Ke6h5P2vH,https://drive.google.com/uc?export=view&id=14_oe4EmddoyCalVN82VJwaA3r1po7Or8
East,Odisha,Rourkela,Khandadhar Waterfall,1.5,4.5,0.0,Nature,Yes,All,Nov–Feb,Biju Patnaik International Airport (BBI),120000,Machha Besara,Non Veg,Fish Curry (Mustard),Main Course,https://drive.google.com/uc?export=view&id=1TkWRGVZZg9E7NrFFdOuaeuTiSi-aC4E-,https://drive.google.com/uc?export=view&id=1rkILqgGdnNOQ5EXPMsmOG5QNmRlC5LvS
East,Odisha,Bhubaneswar,Lingaraj Temple,1.0,4.6,0.0,Religious,No,All,Nov–Feb,Biju Patnaik International Airport (BBI),35000,Chhena Poda,Veg,Baked Cottage Cheese Sweet,Dessert,https://drive.google.com/uc?export=view&id=1ZKmNLNE_U6svEk55iwOtngAK8gsiXbzF,https://drive.google.com/uc?export=view&id=1JMr-Jyn5fbeHXubrzXCYhGKD2lvoxjIm
East,Odisha,Konark,Sun Temple,1.5,4.7,40.0,Historical,Yes,All,Nov–Feb,Biju Patnaik International Airport (BBI),83000,Dalma,Veg,Lentil + Veg,Main Course,https://drive.google.com/uc?export=view&id=1V75Y1MWag2iSfNr-trKFWIbb64hXJz7T,https://drive.google.com/uc?export=view&id=1JOi0wVPxBxHI-SRZbmltbJfP4lPfn7sj
East,Odisha,Puri,Jagannath Temple,2.0,4.7,0.0,Religious,No,All,Nov–Feb,Biju Patnaik International Airport (BBI),100000,Pakhala Bhata,Veg,Fermented Rice,Main Course,https://drive.google.com/uc?export=view&id=1kqqJj_FY9lZ83siH6OakHBEI9oA3amaW,https://drive.google.com/uc?export=view&id=1HDuXAGBexFRI5F-D4kvngnT_bVdnVRyF
East,Odisha,Chilika,Chilika Lake,2.0,3.9,0.0,Nature,Yes,Morning,Nov–Feb,Biju Patnaik International Airport (BBI),10000,Rasagola (Odisha),Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=14W36d_olsFNweLUTtOfRqrkIU9toSTKS,https://drive.google.com/uc?export=view&id=1rAIATzfVCMfoYyMBb9u5I3lzh3jTsTwM
East,Odisha,Berhampur,Tara Tarini Temple,1.0,4.6,0.0,Religious,No,All,Nov–Feb,Biju Patnaik International Airport (BBI),1000,Manda Pitha,Veg,Steamed Dumpling,Dessert,https://drive.google.com/uc?export=view&id=1kNmyTWi7rKsuwVKrS3wJ3e8Jy6s50yjs,https://drive.google.com/uc?export=view&id=1glg9E7oSZQ5uAy55cG9B10qGB80-sm4-
East,Odisha,Balasore,Chandipur Beach,1.5,4.2,0.0,Recreational,Yes,Morning,Nov–Feb,Biju Patnaik International Airport (BBI),1400,Ghuguni,Veg,Pea Curry,Snack,https://drive.google.com/uc?export=view&id=1sH_tQ6z8K-6GB2sF7_fHE6GaxH6pkTzp,https://drive.google.com/uc?export=view&id=1oA8E77AWgkbTTssdtJISDwukcxubO2M1
East,Odisha,Kendujhar,Sanaghagara Waterfall,1.0,4.4,0.0,Nature,Yes,All,Nov–Feb,Biju Patnaik International Airport (BBI),5500,Chhena Jhili,Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=1nYCqWmIwBn0jq5bXBKaXHGdabK9yKk1y,https://drive.google.com/uc?export=view&id=1R9xNRDRb0cS7lqjLEOzLHUUUprHV__le
East,Odisha,Cuttack,Barabati Fort,1.0,4.5,0.0,Historical,Yes,All,Nov–Feb,Biju Patnaik International Airport (BBI),13000,Chingudi Jhola,Non Veg,Prawn Curry,Main Course,https://drive.google.com/uc?export=view&id=1P5gvOzLKN73tMMfd3CnvKXMSbkJynAH0,https://drive.google.com/uc?export=view&id=1L3ujJMHiN9I_IjqPjBgxQKXwNQ6kc1tf
East,Odisha,Sambalpur,Hirakud Dam,1.0,4.5,0.0,Engineering Marvel,Yes,All,Nov–Feb,Biju Patnaik International Airport (BBI),1000,Santula,Veg,Mixed Veg Curry,Main Course,https://drive.google.com/uc?export=view&id=1B_pqVRbp5gFsrbKhoIw85Wu9DgJiOP7z,https://drive.google.com/uc?export=view&id=1AONNynUVdytBlleVCby36AFFuXy7pAnK
East,Odisha,Bhubaneswar,Nandankanan Zoological Park,3.0,4.4,50.0,Wildlife,Yes,Afternoon,Nov–Feb,Biju Patnaik International Airport (BBI),81000,Dahi Baingan,Veg,Curd Eggplant,Main Course,https://drive.google.com/uc?export=view&id=1m5AoTxQnMxAJgQuRkpBVxATN-7NoZw-L,https://drive.google.com/uc?export=view&id=1iV_ngo3ytW3zkFZ1ZhblqPVV9wzGaWBN
South,Puducherry,Puducherry,Paradise Beach,1.0,4.5,200.0,Recreational,Yes,Morning,Nov–Feb,Pondicherry Airport (PNY),1500,Samosa,Veg,"Crispy, Savory",Snack,https://drive.google.com/uc?export=view&id=1cg418BSU9xDIzTkkftoLs1bJxyqnOufX,https://drive.google.com/uc?export=view&id=1OCydvFozT1c40EICwdW58mN1kP4yTfgk
South,Puducherry,Auroville,Auroville,2.0,4.1,0.0,Cultural,Yes,All,Nov–Feb,Pondicherry Airport (PNY),3500,Masala Dosa,Veg,"Crispy, Savory",Breakfast/Main,https://drive.google.com/uc?export=view&id=12hucSihTrV585MJDsUApRmTX98yOjjK-,https://drive.google.com/uc?export=view&id=1cBDpy-u46T_VW54v9ImFXXYkofZOy1n1
South,Puducherry,Puducherry,Promenade Beach,1.0,4.5,0.0,Recreational,Yes,Morning,Nov–Feb,Pondicherry Airport (PNY),9000,Baguette Sandwiches (Franco-Tamil),Veg/Non Veg,Fusion,Snack,https://drive.google.com/uc?export=view&id=1v1ahIHB8JTLLFt4r9KYuXU3SS2fNZh1Z,https://drive.google.com/uc?export=view&id=1vqJTqR5KUNa1t7dx8Y7PgAr9K_zVdzSI
North,Punjab,Amritsar,Jallianwala Bagh,1.0,4.8,0.0,Historical,Yes,Afternoon,Oct–Mar,Sri Guru Ram Dass Jee International Airport (ATQ),30000,Chole Bhature,Veg,Chickpeas + Bread,Main Course,https://drive.google.com/uc?export=view&id=1sJUx4JowVSOp3H021Hb-EOusdXleMM4B,https://drive.google.com/uc?export=view&id=1ZbdRI1n6Wxog5VenBg-gUHDuQW0b0LlD
North,Punjab,Chandigarh,Rock Garden,2.0,4.5,30.0,Artistic,Yes,All,Oct–Mar,Shaheed Bhagat Singh International Airport (IXC),50000,Butter Chicken (Punjabi),Non Veg,Chicken Curry,Main Course,https://drive.google.com/uc?export=view&id=1dOFQOeC45ZCBxdi0jTfW39uFYpgEHKWU,https://drive.google.com/uc?export=view&id=1TEVCaSA4qZJFNE2MFbyJP5pF29glwjVK
North,Punjab,Amritsar,Wagah Border,2.0,4.8,0.0,Cultural,Yes,Evening,Oct–Mar,Sri Guru Ram Dass Jee International Airport (ATQ),17000,Amritsari Kulcha,Veg,Stuffed Bread,Main Course,https://drive.google.com/uc?export=view&id=1gBkLU4ubiUGBqgTD4srI-dnsT1Hi50gx,https://drive.google.com/uc?export=view&id=1GBGIWwTTtJPMYFNGFdznV7OJ8xPuLpkR
North,Punjab,Amritsar,Golden Temple (Harmandir Sahib),1.5,4.9,0.0,Spiritual,Yes,All,Oct–Mar,Sri Guru Ram Dass Jee International Airport (ATQ),190000,Sarson da Saag & Makki di Roti,Veg,Leafy Curry + Corn Bread,Main Course,https://drive.google.com/uc?export=view&id=1t8kWHZdqNR1BO3XgMFGrLzAS5yJ7Mwjk,https://drive.google.com/uc?export=view&id=1YNM_eql6A_MuEA8jAFcZ7hCAhwhzIBaT
North,Rajasthan,Jaipur,Amber Fort,2.0,4.6,100.0,Historical,Yes,All,Oct–Mar,Jaipur International Airport (JAI),150000,Gatte ki Sabzi,Veg,Gram Dumpling Curry,Main Course,https://drive.google.com/uc?export=view&id=1Ao50BGvX3ro-gnFyT5Sbj9jpKANGtl2e,https://drive.google.com/uc?export=view&id=11rLH4pr28Ncqz1uFrV0KswuXN_Q0mo39
North,Rajasthan,Jaipur,Jaigarh Fort,1.5,4.5,35.0,Historical,Yes,All,Oct–Mar,Jaipur International Airport (JAI),30000,Laal Maas,Non Veg,Spicy Mutton Curry,Main Course,https://drive.google.com/uc?export=view&id=1fH2Fk-_zCL83fE1kJG8EAUGqNPNXg_u5,https://drive.google.com/uc?export=view&id=1uqDIu5U4QaRPdZA5CTn8ja1vEAc40_dV
North,Rajasthan,Bikaner,Junagarh Fort,2.0,4.5,50.0,Historical,Yes,All,Oct–Mar,"Nal Airport, Bikaner (BKB)",32000,Kadhi (Rajasthani),Veg,Yogurt Curry,Main Course,https://drive.google.com/uc?export=view&id=1xqaKJ_qeMBLKoZH-jhbzz4gKq6fNtXZ3,https://drive.google.com/uc?export=view&id=1xbU0LjyGqXqjgFaLLVGaWQ1SC_gzsyue
North,Rajasthan,Jaipur,Hawa Mahal,1.0,4.4,50.0,Architectural,Yes,Morning,Oct–Mar,Jaipur International Airport (JAI),130000,Dal Baati Churma,Veg,Bread + Lentil + Sweet,Main Course,https://drive.google.com/uc?export=view&id=1QLVWLZgJqaDk5XBiiOyM0ryr2kxvjHM1,https://drive.google.com/uc?export=view&id=1zp3GL3C0vyqyxSP1oC8xWvUYGxkv9H-a
North,Rajasthan,Udaipur,City Palace,2.0,4.4,300.0,Historical,Yes,All,Oct–Mar,Maharana Pratap Airport (UDR),51000,Mirchi Bada,Veg,Chilli Fritter,Snack,https://drive.google.com/uc?export=view&id=1IqXSU82iwxqYIXYfgccUlnzE05HNPpaP,https://drive.google.com/uc?export=view&id=1_kyjepfQniJQIvBhJq8ZTqO3ea8BizqR
North,Rajasthan,Mount Abu,Dilwara Temples,1.0,4.6,0.0,Religious,No,All,Oct–Mar,Maharana Pratap Airport (UDR),5000,Bikaneri Bhujia,Veg,Snack,Snack,https://drive.google.com/uc?export=view&id=1yjoWo3mh7mpCNUy-q6HEndBS3GRBpNAd,https://drive.google.com/uc?export=view&id=122MrQ0cJRLU1mYD8KdOwMppdidxO9t-U
North,Rajasthan,Jaisalmer,Jaisalmer Fort,2.5,4.4,50.0,Historical,Yes,All,Oct–Mar,Jaisalmer Airport (JSA),56000,Bajre ki Roti & Lehsun Chutney,Veg,Bread + Chutney,Main Course,https://drive.google.com/uc?export=view&id=1KpCKBgA_TCoolWTkJTXWGrvB4yRvrZLs,https://drive.google.com/uc?export=view&id=1XS7MbH1DDZNIQv_I_MeXSgNts_amN9WJ
North,Rajasthan,Jodhpur,Mehrangarh Fort,2.0,4.6,100.0,Historical,Yes,All,Oct–Mar,Jodhpur Airport (JDH),64000,Jungli Maas,Non Veg,Game Curry,Main Course,https://drive.google.com/uc?export=view&id=1DJ02Rc0Dple6pF57-IPLmE3wMyy0Z6WY,https://drive.google.com/uc?export=view&id=1mRr8x8WylQ8B16NDrsBeJALQ0zZrluk_
North,Rajasthan,Ajmer,Ajmer Sharif Dargah,1.0,4.6,0.0,Religious,No,All,Oct–Mar,Kishangarh Airport (KQH),35000,Ghewar,Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=15OVcZXIgCJQ2XXsxBmTPjeBK6mJMgKtu,https://drive.google.com/uc?export=view&id=1O5qEf5FN-8Sm6zA53b_xBNijtGGnV9TM
North,Rajasthan,Sawai Madhopur,Ranthambore National Park,3.0,4.6,500.0,Wildlife,Yes,All,Nov–Apr,Jaipur International Airport (JAI),9000,Rabri (Dessert),Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=1oZ3dm8b-JbzI8YJDgVPmKEWlgkp1HEnd,https://drive.google.com/uc?export=view&id=1c-wRXslr0iLmeF3p__NU_vB_lAZkuvua
North,Rajasthan,Chittorgarh,Chittorgarh Fort,2.0,4.6,40.0,Historical,Yes,All,Oct–Mar,Jaipur International Airport (JAI),190000,Moong Dal Halwa,Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=1IyZJMKHSpYw_Wq1-R0yJ-dLvd4RTsmLO,https://drive.google.com/uc?export=view&id=105HuiQz_FGO_7Ll7z0audCbo_iwMxBnl
North,Rajasthan,Pushkar,Pushkar Lake,1.5,4.4,0.0,Religious,Yes,All,Oct–Mar,Jaipur International Airport (JAI),160000,Kalmi Vada,Veg,Fritter,Snack,https://drive.google.com/uc?export=view&id=1vXDMGfXEdDlkpzIVhSbcRZ35BWfEIhk6,https://drive.google.com/uc?export=view&id=1Jt2df7hYLeXa6w9QCUeHlaNmPGkvvdeL
North,Rajasthan,Udaipur,Lake Pichola,1.0,4.6,0.0,Nature,Yes,All,Oct–Mar,Maharana Pratap Airport (UDR),50000,Mohan Maas,Non Veg,Rich Mutton Curry,Main Course,https://drive.google.com/uc?export=view&id=1p6_vraSLKXK2TAE8vXraI9TP0G3FRrS-,https://drive.google.com/uc?export=view&id=15UBi05sLCnc9qUyanXQlr-_OhXzcqRos
North,Rajasthan,Jaipur,Albert Hall Museum,2.0,4.5,200.0,Historical,Yes,All,Oct–Mar,Jaipur International Airport (JAI),63000,Pyaaz Kachori,Veg,Stuffed Snack,Snack,https://drive.google.com/uc?export=view&id=10tQQgt5RuU-tqRzEp3sGILhn63m7HpHw,https://drive.google.com/uc?export=view&id=19Bvv9HdrO3L4MVo2yX0I5KXsFLt0oW6i
East,Sikkim,Namchi,Char Dham,2.0,4.7,50.0,Religious,No,All,"Mar–Jun, Oct–Dec",Pakyong Airport (PYG),12000,Veg Thali,Veg,Varied,Main Course,https://drive.google.com/uc?export=view&id=17-C5U0vmDKtDUDdpbxtGr_OtJtg3Q5BB,https://drive.google.com/uc?export=view&id=1qvZVh4kwC3S1RjEQWaMMENXHhOf4uXKR
East,Sikkim,Gangtok,Rumtek Monastery,1.0,4.6,10.0,Religious,No,Morning,"Mar–Jun, Oct–Dec",Pakyong Airport (PYG),3500,Sel Roti & Aloo Dum,Veg,Nepali Snack,Snack/Breakfast ,https://drive.google.com/uc?export=view&id=1JCVweVGd5KUAz2soy2uRC8x_7TEkKi0l,https://drive.google.com/uc?export=view&id=19ezefxioYl613-vimZoi3I_QSYhg5uFJ
East,Sikkim,Ravangla,Buddha Park,1.0,4.8,50.0,Cultural,Yes,All,"Mar–Jun, Oct–Dec",Pakyong Airport (PYG),10000,Sikkimese Veg Thali,Veg,Traditional thali with rice dal gundruk soup and local vegetable curries,Main Course,https://drive.google.com/uc?export=view&id=10pSqXXZxFhvt0ujg7QD9oX5rl7Aadozw,https://drive.google.com/uc?export=view&id=1yEpO3ZHj7NYO1e2Vzq5YUg9H5o1PHlzv
East,Sikkim,Gangtok,Baba Harbhajan Singh Temple,1.0,4.7,0.0,Religious,No,All,"Mar–Jun, Oct–Dec",Pakyong Airport (PYG),7500,Gundruk Soup,Veg,Soup made from fermented leafy greens rich in probiotics and earthy flavor,Soup,https://drive.google.com/uc?export=view&id=1F0NabVrWESrT860AkKWuwiRgo8ojDnzC,https://drive.google.com/uc?export=view&id=1cinIZ2lHF8cnPrGYpPPke-XluIKuwWfW
East,Sikkim,Gangtok,Tsomgo Lake,2.0,4.5,0.0,Nature,Yes,Morning,"Mar–Jun, Oct–Dec",Pakyong Airport (PYG),15000,Phagshapa,Non-Veg,Traditional pork dish cooked with dried chilies and radish giving a spicy tangy flavor,Main Course,https://drive.google.com/uc?export=view&id=1pp4QMKER--sYIVQJ52RPyYqQGzkQqmC5,https://drive.google.com/uc?export=view&id=11DB_UkVZQPHBxT8Ukfzk4RPTAjAhP-X4
East,Sikkim,Pelling,Pemayangtse Monastery,1.0,4.6,20.0,Religious,No,Morning,"Mar–Jun, Oct–Dec",Pakyong Airport (PYG),1500,Kinema Curry,Veg,Traditional fermented soybean curry rich in protein and local flavor,Main Course,https://drive.google.com/uc?export=view&id=1E-J3GNUV8yd-udUrJGNDMDOyELMBN97b,https://drive.google.com/uc?export=view&id=13zMfRb-ljiBsULU0Sdj6jnvAmck0erzu
East,Sikkim,Gangtok,Nathula Pass,2.0,4.3,20.0,Historical,Yes,Afternoon,"Mar–Jun, Oct–Dec",Pakyong Airport (PYG),15000,Momos,Veg/Non Veg,Dumplings,Snack,https://drive.google.com/uc?export=view&id=1_ZSuz5ly0MSBKoz0CA2VsozTdEHF4bZ_,https://drive.google.com/uc?export=view&id=1PRDVhl8TDWVV5Q2wJvZDn6bo0Z9EmwVz
South,Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,1.0,4.6,20.0,Historical,No,Morning,Nov–Feb,Chennai International Airport (MAA),47000,Kothu Parotta,Non Veg,Shredded Parotta + Meat,Main Course,https://drive.google.com/uc?export=view&id=15gU0kCZJqKyPP50exKZ6RqGyLLBsANbC,https://drive.google.com/uc?export=view&id=1KqpK57hPptP6dk7gXXgWGN5PayOycWOs
South,Tamil Nadu,Madurai,Meenakshi Amman Temple,2.0,4.7,0.0,Religious,No,All,Nov–Feb,Madurai International Airport (IXM),65000,Chettinad Chicken,Non Veg,Spicy Chicken Curry,Main Course,https://drive.google.com/uc?export=view&id=1uADFVXc8lf-D0hI-m4nAyUPV9aE-Vqe5,https://drive.google.com/uc?export=view&id=1h9krQDZg2X9mcy-ZPnpya6RvjXGshe5W
South,Tamil Nadu,Chennai,Marina Beach,1.5,3.9,0.0,Recreational,Yes,Morning,Nov–Feb,Chennai International Airport (MAA),10000,Kanchipuram Idli,Veg,Steamed Rice Cake,Breakfast,https://drive.google.com/uc?export=view&id=1kyIwG64oFPcZnk0ZoPjZu484KJhAAg6C,https://drive.google.com/uc?export=view&id=1rU3U5VNxMBK4sj9-zAMzkKG9nMJqUySg
South,Tamil Nadu,Chidambaram,Nataraja Temple,1.0,4.7,0.0,Religious,No,All,Nov–Feb,Chennai International Airport (MAA),28000,Adhirasam,Veg,Sweet,Dessert,https://drive.google.com/uc?export=view&id=1iToK-DO8xbhDBJhQLDOlP5D4JuPUMlVZ,https://drive.google.com/uc?export=view&id=1_xM2p3GEy13vDxL4Rt7tVcApDwcA8pvD
South,Tamil Nadu,Tirunelveli,Nellaiappar Temple,1.0,4.6,0.0,Religious,No,All,Nov–Feb,Chennai International Airport (MAA),16000,Rasam (Tomato),Veg,Soup,Starter,https://drive.google.com/uc?export=view&id=1oi3o3XjDYzR0Sy9koQRundmpHDZI9yAH,https://drive.google.com/uc?export=view&id=1komX32l3RqW8Htkde95o71H-Sj5yuN7I
South,Tamil Nadu,Ooty,Ooty Lake,1.0,4.1,10.0,Recreational,Yes,Morning,Oct–Mar,Coimbatore International Airport (CJB),61000,Madurai Jigarthanda,Veg,Cold Dessert Drink,Dessert,https://drive.google.com/uc?export=view&id=1m6PlfAI0RLRmj0mqepQoHuYMSx9r2jiW,https://drive.google.com/uc?export=view&id=1HJaiwc7lUtQg8hK0BkShwz2KjqSjonri
South,Tamil Nadu,Mahabalipuram,Shore Temple,1.0,4.6,40.0,Historical,No,All,Nov–Feb,Chennai International Airport (MAA),9000,Mushroom Pepper Fry,Veg,Dry Fry,Snack,https://drive.google.com/uc?export=view&id=14su8d1RuFqXLTuboxKL9iQpM2JWJyjL3,https://drive.google.com/uc?export=view&id=1fdJVrQd2g3EhuGtT3Ux2lFLvOJjD50t9
South,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,1.5,4.8,0.0,Religious,No,All,Nov–Feb,Chennai International Airport (MAA),35000,Elai Sappadu,Veg,Banana Leaf Meal,Main Course,https://drive.google.com/uc?export=view&id=11p4HjPa6d1Xlfqjf4omwvraVvuJjUz83,https://drive.google.com/uc?export=view&id=1gKJSjqE5JMDQSDgSjzft7FAic5-smnhU
South,Tamil Nadu,Kodaikanal,Kodaikanal Lake,2.0,3.9,0.0,Recreational,Yes,Morning,Oct–Mar,Chennai International Airport (MAA),10000,Paruppu Urundai Kuzhambu,Veg,Lentil Dumpling Curry,Main Course,https://drive.google.com/uc?export=view&id=10ThmuQ4XlpKaRWr9TUGrQzO1kAud2wP5,https://drive.google.com/uc?export=view&id=1tO0xF-ZA0EFXCSPC3mJNkRFzSGpGe5JU
South,Tamil Nadu,Coimbatore,Marudamalai Temple,1.0,4.7,0.0,Religious,No,All,Nov–Feb,Coimbatore International Airport (CJB),30000,Filter Coffee,Veg,Beverage,Drink,https://drive.google.com/uc?export=view&id=1etT6z1qKnhRIn9KpHrlT81HPFpC0gUj2,https://drive.google.com/uc?export=view&id=1OHgxI37TaSsfab2fdmnaU-BqIxdqDKmg
South,Tamil Nadu,Yercaud,Yercaud Lake,1.0,4.2,0.0,Recreational,Yes,Morning,Nov–Feb,Chennai International Airport (MAA),1900,Chilli Parotta,Veg,Street Food,Main Course,https://drive.google.com/uc?export=view&id=1WL4iXWrtxf3uhEWqkAwBVd5vCE5IN1lX,https://drive.google.com/uc?export=view&id=14dnc1TAwkE2hY9PEoIqDwmGmIowOO7fC
South,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,1.5,4.6,0.0,Religious,No,All,Nov–Feb,Chennai International Airport (MAA),1000,Pongal (Ven Pongal),Veg,Rice-Lentil Mash,Breakfast,https://drive.google.com/uc?export=view&id=1BbI0VNXQnSXxe-KWW4GtDs-BQwsQI06H,https://drive.google.com/uc?export=view&id=1JOk44Hx4Hux1Tw-fLa5a-yE5DezO0pXc
South,Telangana,Hyderabad,Golconda Fort,2.0,4.4,30.0,Historical,Yes,Morning,Nov–Feb,Rajiv Gandhi International Airport (HYD),120000,Haleem,Non Veg,Meat Porridge,Main Course,https://drive.google.com/uc?export=view&id=1hnzlz7tWhg3fEQYWCdbwydksl_FT2vrt,https://drive.google.com/uc?export=view&id=1U29xZCl-f3-i9fl2Z5WkEZSX_CU1XT7w
South,Telangana,Hyderabad,Nehru Zoological Park,3.0,4.2,50.0,Wildlife,Yes,Morning,Nov–Feb,Rajiv Gandhi International Airport (HYD),86000,Double ka Meetha,Veg,Bread Pudding,Dessert,https://drive.google.com/uc?export=view&id=1vir-JT8u7eqge6voT4jnIPtGlZ7GLuOi,https://drive.google.com/uc?export=view&id=1yDDV8wy74hXNUWZuZFkV3l71CXdSwDCK
South,Telangana,Hyderabad,Charminar,1.0,4.5,25.0,Historical,Yes,Morning,Nov–Feb,Rajiv Gandhi International Airport (HYD),210000,Hyderabadi Biryani,Non Veg,Rice & Meat,Main Course,https://drive.google.com/uc?export=view&id=1Bp7Iu9KQ8s6vom86dEbCO0TgrG4fJW25,https://drive.google.com/uc?export=view&id=1-r-D0_VUMei4tf7e1ndhW4uG3aGb-MQH
South,Telangana,Hyderabad,Inorbit Mall Cyberabad,2.0,4.5,0.0,Shopping,Yes,All,Nov–Feb,Rajiv Gandhi International Airport (HYD),120000,Boti Kebab,Non Veg,Grilled Meat,Snack,https://drive.google.com/uc?export=view&id=1IQG2RQsG7VtbPiz4vYPVnliDceXHNvDt,https://drive.google.com/uc?export=view&id=18Zfd0CXHIXWYNeLgNiGmxDp3Aw_0VOBh
South,Telangana,Hyderabad,Hussain Sagar Lake,1.0,4.3,0.0,Scenic,Yes,Evening,Nov–Feb,Rajiv Gandhi International Airport (HYD),50000,Sakinalu,Veg,Crisp Snack,Snack,https://drive.google.com/uc?export=view&id=1B8epJ6GXZMTabKYoBrZHr5VDcSZZrA7K,https://drive.google.com/uc?export=view&id=1wl8hJk_aq0y1cJuFkPDpHWcSGd2EYdQN
South,Telangana,Hyderabad,Ramoji Film City,4.0,4.4,1150.0,Entertainment,Yes,All,Nov–Feb,Rajiv Gandhi International Airport (HYD),45000,Sarva Pindi,Veg,Rice Flour Pancake,Snack,https://drive.google.com/uc?export=view&id=1LQ3pDpM0eht7xQn11XwzkpwDB-aHYs-B,https://drive.google.com/uc?export=view&id=1MaGwJ_Zc9ZD0906HWJI2aNz9lthANMw2
South,Telangana,Hyderabad,Salar Jung Museum,2.0,4.4,20.0,Historical,Yes,All,Nov–Feb,Rajiv Gandhi International Airport (HYD),67000,Kodi Kura,Non Veg,Chicken Curry,Main Course,https://drive.google.com/uc?export=view&id=1r8h13ZEmrb3mJgd6aAP__T6vO7dFs4VM,https://drive.google.com/uc?export=view&id=1raS9aiO7KLPLvNBI-_nK9rnefmWaZCHt
South,Telangana,Hyderabad,Qutb Shahi Tombs,1.0,4.4,25.0,Historical,Yes,Morning,Nov–Feb,Rajiv Gandhi International Airport (HYD),20000,Lukhmi,Non Veg,Minced Meat Pastry,Snack,https://drive.google.com/uc?export=view&id=1m-xHoy5ePuojeVwXbmg-SRiyw8S4LKQR,https://drive.google.com/uc?export=view&id=1yJ2t1oVMKV2E43iAjrKpGdzDApRK-AAq
South,Telangana,Hyderabad,Lumbini Park,1.0,4.1,20.0,Recreational,Yes,Evening,Nov–Feb,Rajiv Gandhi International Airport (HYD),73000,Irani Chai,Veg,Strong tea brewed with thick milk served with Osmania biscuits at Irani cafes,Beverage,https://drive.google.com/uc?export=view&id=1gVzzxHaAr6boH6SAqMog7hWLv4_T1Y2M,https://drive.google.com/uc?export=view&id=1fv1O-KrF2lfNzo7joHDryeVEzFr-eDlz
South,Telangana,Hyderabad,Chowmahalla Palace,1.5,4.4,80.0,Historical,Yes,Morning,Nov–Feb,Rajiv Gandhi International Airport (HYD),45000,Mirchi ka Salan,Veg,Chilli Curry,Side,https://drive.google.com/uc?export=view&id=1-bJdHdGZILx_SnPBHSwg0qn5EhzkFJy_,https://drive.google.com/uc?export=view&id=18MDiNch5BWXFzyGCk3-fvXV5oNQxHNsA
South,Telangana,Hyderabad,Birla Mandir,1.0,4.7,0.0,Religious,No,All,Nov–Feb,Rajiv Gandhi International Airport (HYD),41000,Bagara Baingan,Veg,Eggplant Curry,Main Course,https://drive.google.com/uc?export=view&id=1vbGLLtDwoUSHHbJXrCDoYVOgx5Da5YEm,https://drive.google.com/uc?export=view&id=1lfibDf1qcvclz8RJqyE1fvnn6H1hS3WJ
